INSTNM,CITY,STATE,ZIP,ACCREDAGENCY,Modified_PEP_ROI,Original_PEP_ROI,PCTPELL,MSI_TYPE
Maharishi International University,Fairfield,IA,52557,Higher Learning Commission,-0.06999943876978336,-14.285828823411507,0.487,Non-MSI
Marshalltown Community College,Marshalltown,IA,50158,Higher Learning Commission,-0.09347920277296361,-10.697566628041715,0.2007,HSI
Mercy College of Health Sciences,Des Moines,IA,50309-1239,Higher Learning Commission,0.12945512030877884,7.724684798985013,0.3256,Non-MSI
Morningside University,Sioux City,IA,51106-1751,Higher Learning Commission,0.13155072341857335,7.60163056510271,0.3165,Non-MSI
Mount Mercy University,Cedar Rapids,IA,52402-4797,Higher Learning Commission,0.1396149884110224,7.162554761355776,0.3567,Non-MSI
North Iowa Area Community College,Mason City,IA,50401,Higher Learning Commission,0.09454262804778268,10.577239290350498,0.2196,Non-MSI
University of Northern Iowa,Cedar Falls,IA,50614-0005,Higher Learning Commission,0.2482135423893437,4.028789043393194,0.2601,Non-MSI
Northwestern College,Orange City,IA,51041,Higher Learning Commission,0.05263906516696573,18.997297859072958,0.2505,Non-MSI
Northeast Iowa Community College,Calmar,IA,52132-0400,Higher Learning Commission,0.018600828056502677,53.761047463175125,0.2699,Non-MSI
Northwest Iowa Community College,Sheldon,IA,51201,Higher Learning Commission,0.25427453826921526,3.932757116802791,0.1552,Non-MSI
Des Moines University-Osteopathic Medical Center,West Des Moines,IA,50266,Higher Learning Commission,,,,Non-MSI
Palmer College of Chiropractic,Davenport,IA,52803-5287,Higher Learning Commission,,,0.3721,Non-MSI
PCI Academy-Ames,Ames,IA,50010,National Accrediting Commission of Career Arts and Sciences,-0.13566254150316934,-7.371231505172989,0.2601,Non-MSI
Saint Ambrose University,Davenport,IA,52803-2898,Higher Learning Commission,0.1587356611622337,6.299781616041295,0.2657,Non-MSI
St Luke's College,Sioux City,IA,51104-0263,Higher Learning Commission,0.11292972389779805,8.855064596677884,0.5347,Non-MSI
La James International College-Davenport,Davenport,IA,52806,National Accrediting Commission of Career Arts and Sciences,-0.15236122407482716,-6.563349737259155,0.6643,Non-MSI
Simpson College,Indianola,IA,50125,Higher Learning Commission,0.17242093784078516,5.79975966099551,0.3575,Non-MSI
Southeastern Community College,West Burlington,IA,52655-0180,Higher Learning Commission,-0.08693440558085457,-11.50292560601839,0.2895,Non-MSI
Southwestern Community College,Creston,IA,50801,Higher Learning Commission,-0.03632213706041479,-27.531419705197827,0.2361,Non-MSI
Capri College-Davenport,Davenport,IA,52807-3003,Accrediting Commission of Career Schools and Colleges,-0.29430349676928924,-3.397852934054403,0.4692,Non-MSI
Iowa School of Beauty-Sioux City,Sioux City,IA,51106,National Accrediting Commission of Career Arts and Sciences,-0.3179141637685741,-3.145503138790478,0.6092,Non-MSI
SOHO Hair Academy,Council Bluffs,IA,51501,National Accrediting Commission of Career Arts and Sciences,-0.4097154339089823,-2.440718404135463,0.5893,Non-MSI
Upper Iowa University,Fayette,IA,52142-1857,Higher Learning Commission,0.10023196796066458,9.976856888537236,0.3438,Non-MSI
Waldorf University,Forest City,IA,50436-1713,Higher Learning Commission,0.09477910560752717,10.5508486663814,0.3309,Non-MSI
Wartburg College,Waverly,IA,50677-0903,Higher Learning Commission,0.166284052647689,6.013805798435343,0.2289,Non-MSI
Wartburg Theological Seminary,Dubuque,IA,52003-7769,Commission on Accrediting of the Association of Theological Schools,,,,Non-MSI
The Salon Professional Academy-Cedar Falls,Cedar Falls,IA,50613,Accrediting Commission of Career Schools and Colleges,-0.3960060091172814,-2.5252142062921052,0.5965,Non-MSI
Western Iowa Tech Community College,Sioux City,IA,51102-5199,Higher Learning Commission,-0.033060838616394174,-30.247266610597137,0.2532,Non-MSI
William Penn University,Oskaloosa,IA,52577,Higher Learning Commission,0.12338084353009726,8.10498592316774,0.4663,Non-MSI
Mercy-St Luke's School of Radiologic Technology,Cedar Rapids,IA,52402,Joint Review Committee on Education in Radiologic Technology,,,0.4286,Non-MSI
Ross College-Davenport,Davenport,IA,52807-2095,Accrediting Bureau of Health Education Schools,-0.13423342718198106,-7.449709219182,0.9012,Non-MSI
Faust Institute of Cosmetology-Spirit Lake,Spirit Lake,IA,51360,National Accrediting Commission of Career Arts and Sciences,-0.7417980205278593,-1.3480758539749211,0.5862,Non-MSI
Carlson College of Massage Therapy,Anamosa,IA,52205,Commission on Massage Therapy Accreditation,-0.6435767803884483,-1.5538161575630847,0.4902,Non-MSI
Aveda Institute-Des Moines,West Des Moines,IA,50266,National Accrediting Commission of Career Arts and Sciences,-0.6275535536955597,-1.5934895023877476,0.3764,Non-MSI
PCI Academy-Iowa City,Iowa City,IA,52240-6083,National Accrediting Commission of Career Arts and Sciences,-0.17075070283413116,-5.856491267104238,0.4314,Non-MSI
Body Wisdom Massage Therapy School,Urbandale,IA,50322-2903,Commission on Massage Therapy Accreditation,-0.19758028496136495,-5.0612337166916275,0.197,Non-MSI
Allen County Community College,Iola,KS,66749,Higher Learning Commission,0.0579892845887173,17.244565217391305,0.1904,Non-MSI
Baker University,Baldwin City,KS,66006-0065,Higher Learning Commission,0.2835022400069592,3.52730899048788,0.226,Non-MSI
Barton County Community College,Great Bend,KS,67530,Higher Learning Commission,0.049216152019002375,20.31853281853282,0.2041,Non-MSI
Benedictine College,Atchison,KS,66002-1499,Higher Learning Commission,0.10186978414732913,9.816453508468719,0.1585,Non-MSI
Bethany College,Lindsborg,KS,67456-1897,Higher Learning Commission,0.09917074497009244,10.083618917066484,0.4437,Non-MSI
Bethel College-North Newton,North Newton,KS,67117-1716,Higher Learning Commission,0.12193460490463215,8.201117318435754,0.3306,Non-MSI
Butler Community College,El Dorado,KS,67042-3280,Higher Learning Commission,0.04597068336659556,21.752994011976046,0.2947,Non-MSI
Central Christian College of Kansas,McPherson,KS,67460-5740,Higher Learning Commission,0.021083041367017025,47.43148688046647,0.5036,HSI
Cloud County Community College,Concordia,KS,66901-1002,Higher Learning Commission,0.004207436399217221,237.67441860465118,0.2299,Non-MSI
Coffeyville Community College,Coffeyville,KS,67337-5064,Higher Learning Commission,0.1654151022110972,6.045397225725095,0.326,Non-MSI
Colby Community College,Colby,KS,67701,Higher Learning Commission,0.11941497910639666,8.374158815612383,0.2642,Non-MSI
Cowley County Community College,Arkansas City,KS,67005,Higher Learning Commission,0.09143002674137272,10.937325905292479,0.3319,Non-MSI
Dodge City Community College,Dodge City,KS,67801-2399,Higher Learning Commission,0.22632686462473697,4.418388429752066,0.2732,HSI
Donnelly College,Kansas City,KS,66102,Higher Learning Commission,-0.07415432767545443,-13.48538961038961,0.5739,HSI
Emporia State University,Emporia,KS,66801-5415,Higher Learning Commission,0.11647457627118644,8.585564610011641,0.3338,Non-MSI
Flint Hills Technical College,Emporia,KS,66801-5957,Higher Learning Commission,0.02109872611464968,47.39622641509434,0.1282,HSI
Fort Hays State University,Hays,KS,67601-4099,Higher Learning Commission,0.17700061087354918,5.64969801553063,0.223,Non-MSI
Barclay College,Haviland,KS,67059-0288,Higher Learning Commission,-0.007701756133187266,-129.8405172413793,0.6012,Non-MSI
Friends University,Wichita,KS,67213,Higher Learning Commission,0.15252241644778552,6.556413301662708,0.3555,Non-MSI
Fort Scott Community College,Fort Scott,KS,66701,Higher Learning Commission,0.07445671535447096,13.43062200956938,0.2853,Non-MSI
Garden City Community College,Garden City,KS,67846-6333,Higher Learning Commission,0.18511608623548922,5.402015677491601,0.2717,HSI
Haskell Indian Nations University,Lawrence,KS,66046-4800,Higher Learning Commission,-0.5615763546798029,-1.780701754385965,0.5749,TRIBAL
Hays Academy of Hair Design,Hays,KS,67601,National Accrediting Commission of Career Arts and Sciences,-0.24311654011224826,-4.113253666485606,0.4298,Non-MSI
Hesston College,Hesston,KS,67062-2093,Higher Learning Commission,0.12040304606240713,8.305437716930197,0.3576,Non-MSI
Highland Community College,Highland,KS,66035-4165,Higher Learning Commission,0.07175080558539206,13.937125748502993,0.1992,Non-MSI
Hutchinson Community College,Hutchinson,KS,67501,Higher Learning Commission,0.19052966498221974,5.24852652259332,0.2403,Non-MSI
Independence Community College,Independence,KS,67301-0708,Higher Learning Commission,-0.08355583477304854,-11.968045112781954,0.384,Non-MSI
Johnson County Community College,Overland Park,KS,66210-1299,Higher Learning Commission,0.1405628300658323,7.114256304683479,0.1581,Non-MSI
Kansas City Kansas Community College,Kansas City,KS,66112,Higher Learning Commission,0.015332197614991482,65.22222222222223,0.3266,HSI
Kansas Christian College,Overland Park,KS,66204-1975,Association for Biblical Higher Education,-0.5420991177996887,-1.8446811056599257,0.64,Non-MSI
University of Kansas,Lawrence,KS,66045,Higher Learning Commission,0.3509495387954422,2.849412492269635,0.1944,Non-MSI
Newman University,Wichita,KS,67213-2097,Higher Learning Commission,0.19497736581159733,5.128800442233278,0.1346,HSI
Old Town Barber College-Wichita,Wichita,KS,67211-1605,Accrediting Commission of Career Schools and Colleges,-0.17512795684050353,-5.710110584518167,0.7481,Non-MSI
Kansas State University,Manhattan,KS,66506,Higher Learning Commission,0.25855215273500926,3.8676916414032045,0.1983,Non-MSI
Kansas Wesleyan University,Salina,KS,67401-6146,Higher Learning Commission,0.11238103911479441,8.898298217179903,0.4263,Non-MSI
Washburn Institute of Technology,Topeka,KS,66604,Higher Learning Commission,0.21195286195286195,4.718030182684671,0.1525,Non-MSI
Labette Community College,Parsons,KS,67357-4201,Higher Learning Commission,0.09486574210681617,10.541213063763609,0.2352,Non-MSI
Manhattan Area Technical College,Manhattan,KS,66503-2499,Higher Learning Commission,0.20908385093167703,4.782770144819903,0.1507,Non-MSI
Manhattan Christian College,Manhattan,KS,66502-4801,Higher Learning Commission,0.05617366571858792,17.80193596425912,0.3842,Non-MSI
McPherson College,McPherson,KS,67460-1402,Higher Learning Commission,0.10322633542409708,9.68745035742653,0.3337,Non-MSI
MidAmerica Nazarene University,Olathe,KS,66062-1899,Higher Learning Commission,0.14159137073614905,7.062577294088548,0.3126,Non-MSI
Neosho County Community College,Chanute,KS,66720,Higher Learning Commission,0.09307088405961998,10.744498777506113,0.1908,Non-MSI
North Central Kansas Technical College,Beloit,KS,67420,Higher Learning Commission,0.11471248081237455,8.71744724652599,0.2466,Non-MSI
Northwest Kansas Technical College,Goodland,KS,67735,Higher Learning Commission,0.146617579383341,6.8204645323289395,0.2013,Non-MSI
Ottawa University-Ottawa,Ottawa,KS,66067-3399,Higher Learning Commission,0.13327519802339946,7.503271537622683,0.3931,Non-MSI
Ottawa University-Kansas City,Overland Park,KS,66211,Higher Learning Commission,,,0.5272,Non-MSI
Pittsburg State University,Pittsburg,KS,66762,Higher Learning Commission,0.16920609462710506,5.909952606635071,0.2954,Non-MSI
Pratt Community College,Pratt,KS,67124,Higher Learning Commission,0.2319534282018111,4.3112102621305075,0.1947,Non-MSI
University of Saint Mary,Leavenworth,KS,66048-5082,Higher Learning Commission,0.10472848171407462,9.548500881834215,0.3692,Non-MSI
Salina Area Technical College,Salina,KS,67401,Higher Learning Commission,0.09091985320232035,10.998697916666666,0.135,Non-MSI
Seward County Community College,Liberal,KS,67901,Higher Learning Commission,0.1413523131672598,7.074521651560926,0.2109,HSI
Southwestern College,Winfield,KS,67156-2499,Higher Learning Commission,0.19010830591801278,5.260159440015555,0.3823,Non-MSI
Sterling College,Sterling,KS,67579,Higher Learning Commission,0.0769867189200958,12.989253393665157,0.3557,Non-MSI
Tabor College,Hillsboro,KS,67063-1799,Higher Learning Commission,0.13351619182445584,7.489728296885355,0.3816,Non-MSI
Washburn University,Topeka,KS,66621,Higher Learning Commission,0.21351649283473248,4.683478951548848,0.296,Non-MSI
Wichita State University-Campus of Applied Sciences and Technology,Wichita,KS,67226,Higher Learning Commission,0.024856792144026186,40.23045267489712,0.2145,HSI
Wichita State University,Wichita,KS,67260-0124,Higher Learning Commission,0.22505451537709603,4.443367858336117,0.3007,Non-MSI
Wichita Technical Institute,Wichita,KS,67213-1927,Accrediting Commission of Career Schools and Colleges,0.037381547584442766,26.751166407465007,0.7073,Non-MSI
Cleveland University-Kansas City,Overland Park,KS,66210,Higher Learning Commission,0.15316628701594534,6.528851873884592,0.4725,Non-MSI
Saint Paul School of Theology,Leawood,KS,66224,Higher Learning Commission,,,,Non-MSI
Paul Mitchell the School-Wichita,Wichita,KS,67226-0000,National Accrediting Commission of Career Arts and Sciences,-0.11864584976081585,-8.428444838280903,0.6281,Non-MSI
Crave Beauty Academy,Wichita,KS,67203,National Accrediting Commission of Career Arts and Sciences,-0.15506947459834997,-6.448722436121806,0.5458,Non-MSI
Z Hair Academy,Overland Park,KS,66223,National Accrediting Commission of Career Arts and Sciences,-0.5990251594867751,-1.66937896374297,0.5221,Non-MSI
Ottawa University-Online,Overland Park,KS,66211,Higher Learning Commission,,,0.3605,Non-MSI
Eric Fisher Academy,Wichita,KS,67212,National Accrediting Commission of Career Arts and Sciences,-0.6081356425556688,-1.6443699892305852,0.3742,Non-MSI
WellSpring School of Allied Health-Lawrence,Lawrence,KS,66045-3073,Accrediting Bureau of Health Education Schools,-0.5410462255600156,-1.8482709106138564,0.3692,Non-MSI
Mitsu Sato Hair Academy,Overland Park,KS,66212-1457,National Accrediting Commission of Career Arts and Sciences,-0.552127378435518,-1.8111762594232381,0.543,Non-MSI
Paul Mitchell the School-Overland Park,Overland Park,KS,66212,National Accrediting Commission of Career Arts and Sciences,-0.4017402172867994,-2.4891707550556417,0.4658,Non-MSI
Hays Academy of Hair Design,Salina,KS,67401-0000,National Accrediting Commission of Career Arts and Sciences,-0.299593165174939,-3.337859858772406,0.4868,Non-MSI
Bellus Academy,Manhattan,KS,66502-2838,National Accrediting Commission of Career Arts and Sciences,-0.03182811974436596,-31.41875825627477,0.4393,Non-MSI
Rasmussen University-Kansas,Topeka,KS,66609,Higher Learning Commission,0.011320558757854286,88.3348623853211,0.5958,Non-MSI
Midwest Barber College,Topeka,KS,66611-2358,Council on Occupational Education,-0.46484592279452663,-2.1512504487256194,0.4857,Non-MSI
WellSpring School of Allied Health-Wichita,Wichita,KS,67209,Accrediting Bureau of Health Education Schools,-0.6025234318673396,-1.6596864903673567,0.5269,Non-MSI
Kansas Health Science Center,Wichita,KS,67202,American Osteopathic Association,,,,Non-MSI
Baker University School of Nursing,Topeka,KS,666041353,Higher Learning Commission,,,,Non-MSI
Coffeyville Technical Campus,Coffeyville,KS,673377501,Higher Learning Commission,,,,Non-MSI
Columbus Technical Campus,Columbus,KS,667255064,Higher Learning Commission,,,,Non-MSI
Rasmussen University - Overland Park,Overland Park,KS,662102786,Higher Learning Commission,,,,Non-MSI
Concorde Career College-Kansas City,Kansas City,MO,64114,Accrediting Commission of Career Schools and Colleges,-0.05443907402696515,-18.369158878504674,0.5962,Non-MSI
Aquinas Institute of Theology,Saint Louis,MO,63108-3323,Commission on Accrediting of the Association of Theological Schools,,,,Non-MSI
Avila University,Kansas City,MO,64145-1698,Higher Learning Commission,0.27700394218134033,3.610056925996205,0.5068,Non-MSI
Mission University,Springfield,MO,65803-3498,Higher Learning Commission,0.006355119706349641,157.35344827586206,0.4746,Non-MSI
House of Heavilin Beauty College-Blue Springs,Blue Springs,MO,64014,National Accrediting Commission of Career Arts and Sciences,-0.14280846921392065,-7.002385821404227,0.4186,Non-MSI
Cox College,Springfield,MO,65802-1917,Higher Learning Commission,0.08768311762195989,11.40470397404704,0.3511,Non-MSI
Calvary University,Kansas City,MO,64147-1341,Higher Learning Commission,0.12283817171093267,8.140791954745444,0.2838,Non-MSI
Cape Girardeau Career and Technology Center,Cape Girardeau,MO,63703-7511,Council on Occupational Education,0.06798902991262198,14.708255159474671,0.3887,Non-MSI
Central Christian College of the Bible,Moberly,MO,65270-1997,Association for Biblical Higher Education,-0.04108179613434262,-24.341681574239715,0.5139,Non-MSI
